2023-06-15 21:31:21,115 [DEBUG] MainProcess(13386):MainThread        (4612373952) | emailall.run:69 - [*] Starting EmailAll @ 2023-06-15 21:31:21
2023-06-15 21:31:24,570 [INFOR] MainProcess(13386):baidu             (123145602695168) | module.finish:68 - BaiduSearch module took 2.5 seconds found 0 Email
2023-06-15 21:31:27,768 [ERROR] MainProcess(13386):qwant             (123145619484672) | module.get:102 - HTTPSConnectionPool(host='api.qwant.com', port=443): Read timed out. (read timeout=2)
2023-06-15 21:31:27,769 [DEBUG] MainProcess(13386):qwant             (123145619484672) | module.finish:66 - Finished QwantSearch module to collect anker.com's Email
2023-06-15 21:31:27,769 [INFOR] MainProcess(13386):qwant             (123145619484672) | module.finish:68 - QwantSearch module took 5.7 seconds found 0 Email
2023-06-15 21:31:28,666 [ALERT] MainProcess(13386):githubapi         (123145534464000) | utils.check_response:123 - GET https://api.github.com/search/code?q=anker.com&per_page=100&page=1&sort=indexed&access_token= 401 - Unauthorized 80
2023-06-15 21:31:28,666 [ALERT] MainProcess(13386):githubapi         (123145534464000) | utils.check_response:132 - {'message': 'Bad credentials', 'documentation_url': 'https://docs.github.com/rest'}
2023-06-15 21:31:28,670 [ALERT] MainProcess(13386):githubapi         (123145534464000) | githubapi.search:72 - 'NoneType' object has no attribute 'json'
2023-06-15 21:31:28,670 [DEBUG] MainProcess(13386):githubapi         (123145534464000) | module.finish:66 - Finished GithubApi module to collect anker.com's Email
2023-06-15 21:31:28,670 [INFOR] MainProcess(13386):githubapi         (123145534464000) | module.finish:68 - GithubApi module took 6.6 seconds found 0 Email
2023-06-15 21:31:34,257 [DEBUG] MainProcess(13386):skymem            (123145450516480) | module.finish:66 - Finished Skymem module to collect anker.com's Email
2023-06-15 21:31:34,257 [INFOR] MainProcess(13386):skymem            (123145450516480) | module.finish:68 - Skymem module took 12.2 seconds found 25 Email
2023-06-15 21:31:42,144 [ERROR] MainProcess(13386):google            (123145551253504) | module.get:102 - HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7ff81071a070>, 'Connection to www.google.com timed out. (connect timeout=10)'))
2023-06-15 21:31:42,145 [ERROR] MainProcess(13386):google            (123145551253504) | google.search:41 - For module GoogleSearch, you need to configure the proxy in setting.py file
2023-06-15 21:31:42,146 [DEBUG] MainProcess(13386):google            (123145551253504) | module.finish:66 - Finished GoogleSearch module to collect anker.com's Email
2023-06-15 21:31:42,146 [INFOR] MainProcess(13386):google            (123145551253504) | module.finish:68 - GoogleSearch module took 20.1 seconds found 0 Email
2023-06-15 21:31:49,655 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - HTTPSConnectionPool(host='www.douyin.com', port=443): Read timed out. (read timeout=5)
2023-06-15 21:31:53,449 [ALERT] MainProcess(13386):sogou             (123145584832512) | utils.check_response:123 - GET https://ca.anker.com/pages/contact 404 - Not Found 9
2023-06-15 21:31:54,119 [ERROR] MainProcess(13386):ask               (123145517674496) | module.get:102 - HTTPSConnectionPool(host='www.ask.com', port=443): Max retries exceeded with url: /web?q=intext%3A%40anker.com&page=1 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7ff810702dc0>, 'Connection to www.ask.com timed out. (connect timeout=15)'))
2023-06-15 21:31:54,120 [ERROR] MainProcess(13386):ask               (123145517674496) | ask.search:44 - For module AskSearch, you need to configure the proxy in setting.py file
2023-06-15 21:31:54,120 [DEBUG] MainProcess(13386):ask               (123145517674496) | module.finish:66 - Finished AskSearch module to collect anker.com's Email
2023-06-15 21:31:54,120 [INFOR] MainProcess(13386):ask               (123145517674496) | module.finish:68 - AskSearch module took 32.1 seconds found 0 Email
2023-06-15 21:31:58,171 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2023-06-15 21:32:05,821 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - HTTPSConnectionPool(host='www.ankersingapore.com', port=443): Read timed out. (read timeout=5)
2023-06-15 21:32:11,478 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - HTTPSConnectionPool(host='www.8662.org', port=443): Read timed out. (read timeout=5)
2023-06-15 21:32:36,810 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - HTTPSConnectionPool(host='github.com', port=443): Read timed out. (read timeout=5)
2023-06-15 21:33:34,342 [ERROR] MainProcess(13386):sogou             (123145584832512) | module.get:102 - HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /ankerapp/anker-app (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7ff810710700>, 'Connection to github.com timed out. (connect timeout=5)'))
2023-06-15 21:33:54,532 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.price.com.hk/product.php?p=362479 403 - Forbidden 7793
2023-06-15 21:33:55,166 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.price.com.hk/product.php?p=362479 403 - Forbidden 7816
2023-06-15 21:33:59,237 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/6999138441673835041 403 - Forbidden 0
2023-06-15 21:33:59,411 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/6999138441673835041 403 - Forbidden 0
2023-06-15 21:34:23,689 [ALERT] MainProcess(13386):sogou             (123145584832512) | utils.check_response:123 - GET https://zh.expansys.com.hk/audio/headphones/wireless/brand/anker/ 406 - Not Acceptable 1346
2023-06-15 21:34:25,168 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/6999138441673835041 403 - Forbidden 0
2023-06-15 21:34:25,328 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/6999138441673835041 403 - Forbidden 0
2023-06-15 21:34:25,861 [ALERT] MainProcess(13386):sogou             (123145584832512) | utils.check_response:123 - GET https://support.anker.com/s/ 401 - Unauthorized 0
2023-06-15 21:34:57,641 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.price.com.hk/product.php?p=362479 403 - Forbidden 7816
2023-06-15 21:34:58,280 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.price.com.hk/product.php?p=362479 403 - Forbidden 7794
2023-06-15 21:34:59,486 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/home/93090126552/ 403 - Forbidden 0
2023-06-15 21:34:59,609 [ALERT] MainProcess(13386):so                (123145568043008) | utils.check_response:123 - GET https://www.ixigua.com/home/93090126552/ 403 - Forbidden 0
2023-06-15 21:35:13,674 [DEBUG] MainProcess(13386):sogou             (123145584832512) | module.finish:66 - Finished SogouSearch module to collect anker.com's Email
2023-06-15 21:35:13,675 [INFOR] MainProcess(13386):sogou             (123145584832512) | module.finish:68 - SogouSearch module took 231.6 seconds found 6 Email
2023-06-15 21:37:54,117 [ALERT] MainProcess(13386):MainThread        (4612373952) | collect.run:64 - so module thread timed out
2023-06-15 22:23:10,559 [DEBUG] MainProcess(15511):MainThread        (4653374912) | emailall.run:69 - [*] Starting EmailAll @ 2023-06-15 22:23:10

2023-06-15 22:23:10,560 [INFOR] MainProcess(15511):MainThread        (4653374912) | utils.get_net_env:44 - Checking network environment
2023-06-15 22:23:10,560 [DEBUG] MainProcess(15511):MainThread        (4653374912) | utils.check_net:24 - Trying to access http://ip-api.com/json/
2023-06-15 22:23:11,051 [DEBUG] MainProcess(15511):MainThread        (4653374912) | utils.check_net:33 - Access to Internet OK
2023-06-15 22:23:11,051 [DEBUG] MainProcess(15511):MainThread        (4653374912) | utils.check_net:36 - The computer is located in China
2023-06-15 22:23:11,051 [DEBUG] MainProcess(15511):MainThread        (4653374912) | utils.get_domains:101 - Getting domains
2023-06-15 22:23:11,052 [DEBUG] MainProcess(15511):MainThread        (4653374912) | utils.get_domains:109 - The obtained domains 
['huawei.com']
2023-06-15 22:23:11,052 [INFOR] MainProcess(15511):MainThread        (4653374912) | collect.run:45 - Start collecting Emails of huawei.com
2023-06-15 22:23:11,610 [INFOR] MainProcess(15511):snov              (123145427468288) | module.begin:57 - Start Snov module to collect Emaile of huawei.com
2023-06-15 22:23:11,610 [INFOR] MainProcess(15511):phonebook         (123145444257792) | module.begin:57 - Start PhoneBook module to collect Emaile of huawei.com
2023-06-15 22:23:11,611 [INFOR] MainProcess(15511):skymem            (123145461047296) | module.begin:57 - Start Skymem module to collect Emaile of huawei.com
2023-06-15 22:23:11,612 [INFOR] MainProcess(15511):Emailf            (123145477836800) | module.begin:57 - Start Email-Format module to collect Emaile of huawei.com
2023-06-15 22:23:11,612 [INFOR] MainProcess(15511):veryvp            (123145494626304) | module.begin:57 - Start Veryvp module to collect Emaile of huawei.com
2023-06-15 22:23:11,615 [INFOR] MainProcess(15511):bingcn            (123145511415808) | module.begin:57 - Start BingcnSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,620 [INFOR] MainProcess(15511):ask               (123145528205312) | module.begin:57 - Start AskSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,622 [INFOR] MainProcess(15511):githubapi         (123145544994816) | module.begin:57 - Start GithubApi module to collect Emaile of huawei.com
2023-06-15 22:23:11,623 [INFOR] MainProcess(15511):google            (123145561784320) | module.begin:57 - Start GoogleSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,625 [INFOR] MainProcess(15511):so                (123145579646976) | module.begin:57 - Start SoSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,626 [INFOR] MainProcess(15511):sogou             (123145596436480) | module.begin:57 - Start SogouSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,627 [INFOR] MainProcess(15511):baidu             (123145613225984) | module.begin:57 - Start BaiduSearch module to collect Emaile of huawei.com
2023-06-15 22:23:11,628 [INFOR] MainProcess(15511):qwant             (123145630015488) | module.begin:57 - Start QwantSearch module to collect Emaile of huawei.com
2023-06-15 22:23:12,938 [ERROR] MainProcess(15511):phonebook         (123145444257792) | module.post:132 - HTTPSConnectionPool(host='public.intelx.io', port=443): Max retries exceeded with url: /phonebook/search?k=077424c6-7a26-410e-9269-c9ac546886a4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eebac0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:12,940 [DEBUG] MainProcess(15511):phonebook         (123145444257792) | module.finish:66 - Finished PhoneBook module to collect huawei.com's Email
2023-06-15 22:23:12,940 [INFOR] MainProcess(15511):phonebook         (123145444257792) | module.finish:68 - PhoneBook module took 1.3 seconds found 0 Email
2023-06-15 22:23:13,612 [ERROR] MainProcess(15511):bingcn            (123145511415808) | module.get:102 - Exceeded 30 redirects.
2023-06-15 22:23:13,613 [DEBUG] MainProcess(15511):bingcn            (123145511415808) | module.finish:66 - Finished BingcnSearch module to collect huawei.com's Email
2023-06-15 22:23:13,613 [INFOR] MainProcess(15511):bingcn            (123145511415808) | module.finish:68 - BingcnSearch module took 2.0 seconds found 0 Email
2023-06-15 22:23:13,990 [DEBUG] MainProcess(15511):baidu             (123145613225984) | module.finish:66 - Finished BaiduSearch module to collect huawei.com's Email
2023-06-15 22:23:13,991 [INFOR] MainProcess(15511):baidu             (123145613225984) | module.finish:68 - BaiduSearch module took 2.4 seconds found 0 Email
2023-06-15 22:23:14,217 [DEBUG] MainProcess(15511):Emailf            (123145477836800) | module.finish:66 - Finished Email-Format module to collect huawei.com's Email
2023-06-15 22:23:14,218 [INFOR] MainProcess(15511):Emailf            (123145477836800) | module.finish:68 - Email-Format module took 2.6 seconds found 49 Email
2023-06-15 22:23:15,011 [DEBUG] MainProcess(15511):veryvp            (123145494626304) | module.finish:66 - Finished Veryvp module to collect huawei.com's Email
2023-06-15 22:23:15,012 [INFOR] MainProcess(15511):veryvp            (123145494626304) | module.finish:68 - Veryvp module took 3.4 seconds found 0 Email
2023-06-15 22:23:18,274 [ALERT] MainProcess(15511):githubapi         (123145544994816) | utils.check_response:123 - GET https://api.github.com/search/code?q=huawei.com&per_page=100&page=1&sort=indexed&access_token= 401 - Unauthorized 80
2023-06-15 22:23:18,275 [ALERT] MainProcess(15511):githubapi         (123145544994816) | utils.check_response:132 - {'message': 'Bad credentials', 'documentation_url': 'https://docs.github.com/rest'}
2023-06-15 22:23:18,278 [ALERT] MainProcess(15511):githubapi         (123145544994816) | githubapi.search:72 - 'NoneType' object has no attribute 'json'
2023-06-15 22:23:18,279 [DEBUG] MainProcess(15511):githubapi         (123145544994816) | module.finish:66 - Finished GithubApi module to collect huawei.com's Email
2023-06-15 22:23:18,279 [INFOR] MainProcess(15511):githubapi         (123145544994816) | module.finish:68 - GithubApi module took 6.7 seconds found 0 Email
2023-06-15 22:23:25,047 [ERROR] MainProcess(15511):qwant             (123145630015488) | module.get:102 - HTTPSConnectionPool(host='api.qwant.com', port=443): Read timed out. (read timeout=2)
2023-06-15 22:23:25,050 [DEBUG] MainProcess(15511):qwant             (123145630015488) | module.finish:66 - Finished QwantSearch module to collect huawei.com's Email
2023-06-15 22:23:25,050 [INFOR] MainProcess(15511):qwant             (123145630015488) | module.finish:68 - QwantSearch module took 13.4 seconds found 9 Email
2023-06-15 22:23:27,179 [DEBUG] MainProcess(15511):skymem            (123145461047296) | module.finish:66 - Finished Skymem module to collect huawei.com's Email
2023-06-15 22:23:27,180 [INFOR] MainProcess(15511):skymem            (123145461047296) | module.finish:68 - Skymem module took 15.6 seconds found 25 Email
2023-06-15 22:23:27,461 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //www.huawei.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eebd60>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:27,511 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //www.huawei.com/cn/contact-us?tab=media (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eebd00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:27,514 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //www.bilibili.com/read/cv17973575 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eebe20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:27,517 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //consumer.huawei.com/minisite/worldwide/privacy-policy/cn/index.htm (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eeb040>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:27,520 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //e.huawei.com/cn/how-to-buy/contact-us (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eebd00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:27,522 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //www-ctc.huawei.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0eeb0d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:31,691 [ERROR] MainProcess(15511):google            (123145561784320) | module.get:102 - HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f88e0f0ffd0>, 'Connection to www.google.com timed out. (connect timeout=10)'))
2023-06-15 22:23:31,691 [ERROR] MainProcess(15511):google            (123145561784320) | google.search:41 - For module GoogleSearch, you need to configure the proxy in setting.py file
2023-06-15 22:23:31,692 [DEBUG] MainProcess(15511):google            (123145561784320) | module.finish:66 - Finished GoogleSearch module to collect huawei.com's Email
2023-06-15 22:23:31,692 [INFOR] MainProcess(15511):google            (123145561784320) | module.finish:68 - GoogleSearch module took 20.1 seconds found 0 Email
2023-06-15 22:23:42,009 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //mail02.huawei.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0fd00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:42,011 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //www.dz-z.com/list/huawei/12 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0fd60>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:42,013 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //dawhois.com/site/huawei.com.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0f310>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:42,015 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //developer.huawei.com/consumer/cn/hms/huawei-arengine/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0fb80>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:42,017 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //www.huawei.com/en/about-huawei/contact-us/index.htm (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0f9a0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:42,018 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //developer.huawei.com/consumer/cn/vmall (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0f040>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:44,359 [ERROR] MainProcess(15511):ask               (123145528205312) | module.get:102 - HTTPSConnectionPool(host='www.ask.com', port=443): Max retries exceeded with url: /web?q=intext%3A%40huawei.com&page=1 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f88e0fe62e0>, 'Connection to www.ask.com timed out. (connect timeout=15)'))
2023-06-15 22:23:44,359 [ERROR] MainProcess(15511):ask               (123145528205312) | ask.search:44 - For module AskSearch, you need to configure the proxy in setting.py file
2023-06-15 22:23:44,359 [DEBUG] MainProcess(15511):ask               (123145528205312) | module.finish:66 - Finished AskSearch module to collect huawei.com's Email
2023-06-15 22:23:44,360 [INFOR] MainProcess(15511):ask               (123145528205312) | module.finish:68 - AskSearch module took 32.7 seconds found 0 Email
2023-06-15 22:23:54,501 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //uniportal.huawei.com/uniportal/help_zh.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0fdc850>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:54,504 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //intext.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0fdc370>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:54,506 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //qingyun.huawei.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0fdcb20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:54,509 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //m.ezkt.cn/siteinfo/26320.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0fdc910>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:23:54,511 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //m.ezkt.cn/siteinfo/26320.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0fdcac0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:24:05,145 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //www.tuugo.hk/Companies/huawei-technologies/116000128382 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0fa00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:24:05,147 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //www.intext.jp/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0feb0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:24:05,149 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttps', port=443): Max retries exceeded with url: //qingyun.huawei.com/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0ffa0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2023-06-15 22:24:05,150 [ERROR] MainProcess(15511):sogou             (123145596436480) | module.get:102 - HTTPSConnectionPool(host='www.sogou.comhttp', port=443): Max retries exceeded with url: //www.zpooo.com/ufws9991609.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f88e0f0f7f0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
